doi,title,first_author,year,journal,cited_by_count,cit_per_year,score,is_institutional_report
10.23865/intpol.v80.3762,Norges klimaomdømme på Twitter,Tatjana Stankovic,2022.0,Internasjonal politikk,0.0,0.0,0.074,False
10.53294/ijfstr.2024.6.2.0033,Balancing hydrocarbon recovery with carbon neutrality strategies for prospect maturation in the CCS Era,Obobi Ume Onwuka,2024.0,International Journal of Frontiers in Science and Technology Research,0.0,0.0,0.074,False
10.53361/dmejm.v5i01.01,Exploring Climate Finance Initiatives: A Case Study of Indian Banks’ Role in Climate Development,Ashok Sengupta,2024.0,DME Journal of Management.,0.0,0.0,0.074,False
10.5337/2025.207,Policy and institutional study on the strategic role of water storage in Nepal,Radheeka Jirasinha,2024.0,,0.0,0.0,0.074,False
10.53555/ks.v12i4.3751,Bridging Growth and Sustainability: How Financial Development Shapes the GDP-Climate Finance Nexus,Muhammad Sheeraz,2024.0,Kurdish Studies,0.0,0.0,0.074,False
10.23865/intpol.v81.6114,Det å stå utenfor EU gjør ikke Norges klimapolitikk mer ambisiøs,Kacper Szulecki,2023.0,Internasjonal politikk,0.0,0.0,0.074,False
10.11604/pamj.2025.51.23.47930,United States aid cut: alternatives for sustainable financing for health,Gafar Bolaji Alawode,2025.0,Pan African Medical Journal,0.0,0.0,0.074,False
10.11648/j.aff.20251406.13,Forests for Prosperity: Integrating Carbon Markets with Rural Livelihoods in Kenya,Benjamin Mutuku Kinyili,2025.0,Agriculture Forestry and Fisheries,0.0,0.0,0.074,False
10.14710/jwl.13.1.1-11,Potential Increase in Local Original Government Revenue (PAD) of Cilacap Regency from the Carbon Pricing Sector,Khaerul Amru,2025.0,Jurnal Wilayah dan Lingkungan,0.0,0.0,0.074,False
10.15132/20000452,Towards an Enabling Legal Environment for International Climate Technology Transfer: A Responsibility-Solidarity Perspective,Mark Kuro Amakoromo,2025.0,Discovery,0.0,0.0,0.074,False
10.18267/j.polek.1461,Analysis of Impact of Green New Deal on Development of Green Economy,Mengyao Guo,2025.0,Politická ekonomie,0.0,0.0,0.074,False
10.18280/ijsdp.200506,Which Climate Finance Instrument Works Better in Adapting to Climate Change?,Sarwar Uddin Ahmed,2025.0,International Journal of Sustainable Development and Planning,0.0,0.0,0.074,False
10.18356/9789210027502c011,Climate financing needs in Asia and the Pacific,,2025.0,ESCAP financing for development series,0.0,0.0,0.074,False
10.1515/9783111590486-018,268269Chapter 17 The Regional Platforms for Climate Projects (RPCP): Lessons Learned for Mobilizing Climate Finance for Tangible Projects,Sagarika Chatterjee,2025.0,,0.0,0.0,0.074,False
10.1596/11035,Output-Based Aid and Carbon Finance,Veronique Bishop,2006.0,"World Bank, Washington, DC eBooks",0.0,0.0,0.074,True
10.15244/pjoes/197047,Promoting Corporate Low-carbonTransition: Pathway Selection of Low-carbonInnovation Triggered by Digital Finance,Shuang Quan Fang,2025.0,Polish Journal of Environmental Studies,0.0,0.0,0.074,False
10.1553/aar2-spm,Second Austrian Assessment Report on Climate Change | AAR2 - Summary for Policymakers,Daniel Huppmann,2025.0,,0.0,0.0,0.074,False
10.15664/stalj.v4i1.2852,Achieving Environmental Justice: The Role of Climate Finance and International Cooperation between Developed and Developing Countries,C. Xu,2025.0,St Andrews Law Journal,0.0,0.0,0.074,False
10.15760/honors.1630,Indigenous Futures: Decolonizing Conservation and Restoring Ecological Sovereignty,Jasmine Beach,2025.0,,0.0,0.0,0.074,False
10.1596/43641,Funding Development Through Results-Based Climate Finance,World Bank,2025.0,"Washington, DC: World Bank eBooks",0.0,0.0,0.074,True
10.1596/44208,Equatorial Guinea : Strategic Roadmap for Carbon Market and Climate Finance in the Forest Sector - Priority Recommendations and Actions:,World Bank,2025.0,"Washington, DC: World Bank eBooks",0.0,0.0,0.074,True
10.5281/zenodo.17864897,Carbon farming: addressing the risk of double counting in Europe,"Lanckriet, Edouard",2024.0,Zenodo (CERN European Organization for Nuclear Research),0.0,0.0,0.074,False
10.5281/zenodo.17864979,Carbon farming: addressing the risk of double counting in Europe,"Lanckriet, Edouard",2024.0,Zenodo (CERN European Organization for Nuclear Research),0.0,0.0,0.074,False
10.1515/jbnst-2024-0078,"A Carbon Wealth Tax: Modelling, Empirics, and Policy",José Pedro Bastos Neves,2025.0,Jahrbücher für Nationalökonomie und Statistik,0.0,0.0,0.074,False
10.2208/proge.14.77,CURRENT CONDITION OF CDM AND ISSUES TO PROMOTE ENERGY SAVING CDM PROJECTS,Kazuhito Yamada,2006.0,Chikyuu Kankyou Shimpojiumu kouen rombunshuu,0.0,0.0,0.074,False
10.2495/rav060641,Impact of greenhouse gas stabilization initiatives on the Croatian petroleum industry,Lidia Maurović,2006.0,WIT transactions on ecology and the environment,0.0,0.0,0.074,False
10.3406/ecofi.2006.4422,Overview of carbon investment funds,Ariane de Dominicis,2006.0,Revue d économie financière (English ed ),0.0,0.0,0.074,False
10.3406/ecofi.2006.4423,Development aid and carbon market,Mustapha Kleiche,2006.0,Revue d économie financière (English ed ),0.0,0.0,0.074,False
10.17028/rd.lboro.30761000.v1,Carbon Market Regulations and Clean Cooking,"Thapa, Samir",2025.0,Figshare,0.0,0.0,0.074,False
10.17159/1996-2096/2025/v25n2a2,The prospect of an international binding treaty on the right to development: A gateway to global justice,Mesenbet Assefa Tadeg,2025.0,African Human Rights Law Journal,0.0,0.0,0.074,False
10.5281/zenodo.18360315,"Climate Change, Gender, and Governance: A South Sudanese Perspective on Women's Empowerment in a Warming World",Elia Lona James,2024.0,Zenodo (CERN European Organization for Nuclear Research),0.0,0.0,0.074,False
10.5281/zenodo.18360316,"Climate Change, Gender, and Governance: A South Sudanese Perspective on Women's Empowerment in a Warming World",Elia Lona James,2024.0,Zenodo (CERN European Organization for Nuclear Research),0.0,0.0,0.074,False
10.1109/speedam.2006.1649889,Canada's Kyoto GHG emissions gap analysis,M. Benhaddadi,2006.0,,0.0,0.0,0.074,False
10.1515/9783111590486,Policy-Driven Climate and Development Finance,"Mohieldin, Mahmoud Safwat 1965-",2025.0,,0.0,0.0,0.074,False
10.52783/rcp.1198,Digital Innovation and Sustainability: Advancing Voluntary Carbon Offsets,Rafael Canorea-García,2024.0,Review of Contemporary Philosophy,0.0,0.0,0.074,False
10.4108/eai.27-10-2023.2341982,Research on Green Finance in Support of Green Economic Development,Yue Shen,2024.0,,0.0,0.0,0.074,False
10.1142/s2377740025500083,Baku Climate Conference and the Fragmentation of Global Climate Governance,Hongyuan Yu,2025.0,China Quarterly of International Strategic Studies,0.0,0.0,0.074,False
10.1142/s2630534825300040,ASSESSING THE IMPLEMENTATION OF THE PARIS CLIMATE AGREEMENT IN AFRICA,John Kowa Kamanda,2025.0,International Journal of Big Data Mining for Global Warming,0.0,0.0,0.074,False
10.1017/s1557466006004128,After Kyoto: Japanese firms rush to cash in on gas emission reductions,Hisane Masaki,2006.0,Japan focus,0.0,0.0,0.074,False
10.1109/eicccc.2006.277242,Towards a Framework of Clean Energy Technology Receptivity (draft 8),Steve Thorne,2006.0,,0.0,0.0,0.074,False
10.1109/pesafr.2005.1611828,The Kyoto protocol: a sub-Sahara African perspective,A.B. Sebitosi,2006.0,,0.0,0.0,0.074,False
10.53110/yuyg9336,Boosting Ambition Through International Obligations: The Added Value of Integrating Human Rights to the Climate Financing Discussion,Charlie Albajili,2024.0,,0.0,0.0,0.074,False
10.22004/ag.econ.281277,Clean Development Mechanism: Neue Potenziale für regenerative Energien? Möglichkeiten und Grenzen einer verstärkten Nutzung von Bioenergieträgern in Entwicklungsländern,Heidi Wittmer,2002.0,"AgEcon Search (University of Minnesota, USA)",0.0,0.0,0.074,False
10.2139/ssrn.5255829,Closing the Climate Finance Gap: Strategies and Recommendations in the Context of COP29,Aynur Sadikhzada,2025.0,SSRN Electronic Journal,0.0,0.0,0.074,False
10.2524/jtappij.56.613,Efforts to CO2 Reduction Made by Other Countries and Japan's Responses.,Kenji Komaki,2002.0,JAPAN TAPPI JOURNAL,0.0,0.0,0.074,False
10.2524/jtappij.56.630,The Current Agreement and the Future Agenda on the Carbon Sink by COP 7.,Yoshiki Yamagata,2002.0,JAPAN TAPPI JOURNAL,0.0,0.0,0.074,False
10.3929/ethz-a-004478131,Evaluation of AIJ Project Proposals – Potential Contribution to Sustainable Development,Daniel Kammerer,2002.0,Repository for Publications and Research Data (ETH Zurich),0.0,0.0,0.074,False
10.4337/9781803926926.00028,Towards climate financing in Global South cities: reflections on COP27 outcomes on subnational adaptation action,Enoch Akwasi Kosoe,2025.0,Edward Elgar Publishing eBooks,0.0,0.0,0.074,False
10.46254/an15.20250020,Does The MSME Sector Undergo Transformation in India? Challenges and Policy Imperatives,M.H. Bala Subrahmanya,2025.0,,0.0,0.0,0.074,False
10.38124/ijsrmt.v4i4.347,Agro-Allied Expansion: The Green Climate Finance Perspectives,Akeem Adekunle Adebesin,2025.0,International Journal of Scientific Research and Modern Technology.,0.0,0.0,0.074,False
10.13140/rg.2.2.10368.90883,Governance Challenges in Climate Finance in Bangladesh and Way Forward,Md Mahfuzul Haque,2025.0,,0.0,0.0,0.074,False
10.4314/jsdlp.v17i1.24,Climate Financing And The Pursuit Of SDGs 7 And 13: A Strategic Pathway To Net-Zero Emissions In Nigeria,Folabi Valentine Fasanmi,2025.0,Journal of Sustainable Development Law and Policy (The),0.0,0.0,0.074,False
10.4129/ifm.2010.3.03,L’ESPERIENZA NEOZELANDESE DEL MERCATO DEI CREDITI DI CARBONIO PER LE AZIENDE FORESTALI,Federica Alisciani,2010.0,L’Italia forestale e montana,0.0,0.0,0.074,False
10.18188/sap.v9i3.5259,Contribuição dos Sistemas Agrosilvopastoris na Captação de Carbono,Laura Chediak de Souza Trevisan,2010.0,Scientia agrária paranaensis/Revista scientia agrária paranaensis,0.0,0.0,0.074,False
10.53846/goediss-1788,Klimapolitische Maßnahmen als öffentliche Güter,Jean Marcial Bell,2010.0,,0.0,0.0,0.074,False
10.18356/0e4e9c85-fr,Les IFD et le financement de l’atténuation du changement climatique,United Nations Economic Commission for Europe,2010.0,Série CEE sur l'énergie,0.0,0.0,0.074,False
10.18356/3257cf8e-fr,Les IFD et le financement de l’atténuation du changement climatique,United Nations Economic Commission for Europe,2010.0,Série CEE sur l'énergie,0.0,0.0,0.074,False
10.11606/rco.v9i23.89956,VIABILITY OF USING CARBON CREDIT FUTURES IN INVESTMENT PORTFOLIOS,Renato Marques da Silva,2015.0,Revista de Contabilidade e Organizações,0.0,0.0,0.074,False
10.58079/obxq,Climat : papiers de recherche moissonnés (vendredi 18 septembre 2015),Danièle Revel,2015.0,,0.0,0.0,0.074,False
10.22214/ijraset.2025.72923,"Empowering Carbon Markets: Carbon Footprint Analytics for Enhanced Transparency, Trust and Sustainable Emissions Management",Utkarsha P. Pawar,2025.0,International Journal for Research in Applied Science and Engineering Technology,0.0,0.0,0.074,False
10.4018/979-8-3373-0624-7.ch007,Mobilizing Private Sector Investments in Climate Finance Leveraging Innovation for Climate Resilience,S. Ajitha,2025.0,,0.0,0.0,0.074,False
10.4018/979-8-3373-0624-7.ch008,The Role of Development Agencies Climate Finance for Disaster Risk Reduction Reforming Policy for Resilience,Harsh Raj,2025.0,,0.0,0.0,0.074,False
10.4018/979-8-3373-0624-7.ch009,"Women, Finance, and Resilience",Fiza Naz Qureshi,2025.0,,0.0,0.0,0.074,False
10.38124/ijisrt/25may1481,Assessing the Effect of Green Loans and Carbon Finance on Sustainable Cities and Community Development in Nigeria: An Analysis of Urban Sustainability Indices,Haruna Suleiman,2025.0,,0.0,0.0,0.074,False
10.4018/979-8-3373-3346-5.ch014,"Expert's Opinion on the UAE's Progress Toward Sustainable Development Goal 13, Climate Action",Duha Zeyad Alazaizeh,2025.0,,0.0,0.0,0.074,False
10.4324/9781003519560-33,Climate finance,Yuen Gu,2025.0,,0.0,0.0,0.074,False
10.22271/27084515.2025.v6.i1m.572,Carbon Border Adjustment Mechanisms (CBAM) and trade dynamics: Implications for developing economies,Ritu,2025.0,Asian Journal of Management and Commerce,0.0,0.0,0.074,False
10.22271/allresearch.2025.v11.i5d.12575,Climate-smart finance connecting blue-green projects with tribal economic resilience,Byreddy Hrithik Sree Chetan Reddy,2025.0,International Journal of Applied Research,0.0,0.0,0.074,False
10.1596/10400,The Prototype Carbon Fund in Latin America : Lessons Learned,Francisco Fernandez-Asin,2002.0,"World Bank, Washington, DC eBooks",0.0,0.0,0.074,True
10.21203/rs.3.rs-6865454/v1,Adaptive capacity to climate change: Asymmetric effects of energy aid and governance quality,Manuel A. Zambrano‐Monserrate,2025.0,,0.0,0.0,0.074,False
10.46793/83138.005.063o,LEGAL AND POLITICAL CONTEXT OF THE EUROPEAN UNION GREEN AGENDA FOR THE WESTERN BALKAN IN BUSINESS OPERATIONS,Elez Osmani,2025.0,,0.0,0.0,0.074,False
10.46551/epp2025v13n0201,The National Bank for Economic and Social Development (BNDES) and the green economy: resource disbursements in the context of climate change (2015-2020),Thais Galdino,2025.0,Revista Economia e Políticas Públicas,0.0,0.0,0.074,False
10.4018/979-8-3373-0624-7.ch004,Exploring Synergies Between Public Private Partnerships (PPPs) and Digital Finance for Green Infrastructure Development,Qazi Abdul Momin,2025.0,,0.0,0.0,0.074,False
10.21203/rs.3.rs-6963369/v1,"Carrot or Stick? Green Finance, Regulatory Distance and Green Total Factor Productivity of Manufacturing Enterprises",Liang Zhang,2025.0,,0.0,0.0,0.074,False
10.21203/rs.3.rs-6968871/v1,How Do Government Guidance Funds Promote Green Innovation?,Shumin Cai,2025.0,,0.0,0.0,0.074,False
10.21203/rs.3.rs-7030784/v1,Evaluating the Impact of China’s Value-Added Tax Retention and Rebate Policy on New Quality Productivity Through a Dual Machine Learning Model,Mingxuan Sun,2025.0,,0.0,0.0,0.074,False
10.1260/095830502320268278,Clean Development Mechanism for Power Infrastructures for China's Sustainable Development,Deshun Liu,2002.0,Energy & Environment,0.0,0.0,0.074,False
10.4314/jsdlp.v17i1.22,The Role Of Law And The Tripartite Approach To Climate Justice: Lessons For Nigeria From Canada,Alex Oche,2025.0,Journal of Sustainable Development Law and Policy (The),0.0,0.0,0.074,False
10.20446/jep-2414-3197-36-4-74,"Financial Innovation, Macroeconomic Stability and Sustainabilty",Elisabeth Springler,2020.0,Journal für Entwicklungspolitik,0.0,0.0,0.074,False
10.21500/01247492.7687,Mecanismo de desarrollo limpio: emisiones de biogás provenientes del sector desechos en Venezuela,"Durán García, Martín Enrique",2020.0,Ingenium,0.0,0.0,0.074,False
10.5771/9783845294292-181,Making Climate Finance Effective,Andrea Iro,2020.0,Nomos Verlagsgesellschaft mbH & Co. KG eBooks,0.0,0.0,0.074,False
10.9771/gesta.v8i1.34852,MECANISMO DE DESENVOLVIMENTO LIMPO (MDL) NO ESTADO DO MARANHÃO: POTENCIAL DA MATRIZ ELÉTRICA PARA NEGÓCIOS NO MERCADO DE CARBONO,Carlos Alberto Lima Melo,2020.0,Revista Eletrônica de Gestão e Tecnologias Ambientais,0.0,0.0,0.074,False
10.14203/beritabiologi.v7i3.1068,KOMUNIKASI PENDEK STUDI AWAL TERHADAP POTENSI GEWANG {Corypha utan Lamk.) SAVANA NTT SEBAGAI SUMBER PANGAN DAN MINUMAN BARU SERTABAHAN DASAR INDUSTRI ALKOHOL [Preliminary Study on the Potential of Gewang (Corypha utan Lamk.) of East Nusa Tenggara Savanna as New So,BP Naiola,2004.0,BERITA BIOLOGI,0.0,0.0,0.074,False
10.47749/t/unicamp.2020.1129177,Projetos de mecanismos de desenvolvimento limpo,Henrique Luiz da Silva,2020.0,,0.0,0.0,0.074,False
10.17221/205/2024-agricecon,Assessing the impact of China's National Big Data Comprehensive Pilot Zone policy on agricultural carbon emissions,Yuqian Zhang,2025.0,Agricultural Economics (Zemědělská ekonomika),0.0,0.0,0.074,False
10.17323/2949-5776-2025-3-3-57-76,Evolution and Current State of Things of the UN Climate Negotiations,Алексей Кокорин,2025.0,Contemporary World Economy,0.0,0.0,0.074,False
10.20868/upm.thesis.39095,Metodología de integración de actividades de adaptación al cambio climático en proyectos de desarrollo rural,Estíbalitz Morrás Dimas,2015.0,,0.0,0.0,0.074,False
10.1515/energyo.0060.00004,The Odd Couple: Uniting Climate Change Mitigation and Sustainable Development under the Clean Development Mechanism,Alexander Condon,2018.0,energyo,0.0,0.0,0.074,False
10.59627/cbens.2012.1839,ANÁLISE DO CUSTO DE GERAÇÃO DE ENERGIA ELÉTRICA PELA UNIDADE DE DISPOSIÇÃO FINAL DE RSU DE MACAPÁ,Celso Costa Lima Verde Leal,2012.0,Anais Congresso Brasileiro de Energia Solar,0.0,0.0,0.074,False
10.6342/ntu.2011.01431,利用清潔發展機制(CDM)來融資LED 路燈照明裝置的可行性分析,Luis Humberto Guerrero Leiva,2012.0,,0.0,0.0,0.074,False
10.14279/depositonce-3690,"Climate policy, the state, and the problem of credible commitment",Steffen Brunner,2013.0,DepositOnce,0.0,0.0,0.074,False
10.33362/visao.v2i1.68,RECONHECIMENTO CONTÁBIL DOS CRÉDITOS DE CARBONO,Claudia Patricia de Melo Arrais,2013.0,SHILAP Revista de lepidopterología,0.0,0.0,0.074,False
10.5937/trendpos1301009m,Primena statističke metode u analizi iskoristivosti drvnog otpada iz proizvodnje šperploča u fabrici Wizard-Vršac,Jelena Milanović,2013.0,Trendovi u poslovanju,0.0,0.0,0.074,False
10.18103/mra.v13i6.6618,Acting on the Climate Crisis: Toward Health System Resilience in the Pacific,Si Thu Win Tin,2025.0,Medical Research Archives,0.0,0.0,0.074,False
10.18196/rabin.v9i2.27402,Tren Green Investment selama Satu Dekade: Analisis Bibliometrik,Eka Renty Handananingrum,2025.0,Reviu Akuntansi dan Bisnis Indonesia,0.0,0.0,0.074,True
10.17528/cifor/data.00317,Carbon markets and food systems: merged carbon projects data bases,Martius C.,2025.0,,0.0,0.0,0.074,False
10.46807/aspirasi.v14i2.3356,The Role of the Government of West Java in the Implementation of the New and Renewable Energy Program Based on the Glasgow Climate Pact,M. Syaprin Zahidi,2023.0,Aspirasi Jurnal Masalah-masalah Sosial,0.0,0.0,0.074,False
10.59627/cbens.2012.1819,AVALIAÇÃO DA VIABILIDADE TÉCNICA E ECONÔMICA DA AGREGAÇÃO DA ENERGIA SOLAR TÉRMICA AO BANHO NA HABITAÇÃO POPULAR,Helena Flávia Naspolini,2012.0,Anais Congresso Brasileiro de Energia Solar,0.0,0.0,0.074,False
10.46551/epp2023v11n0203,Financing Amazon innovation systems oriented to sustainability,Luiz Fernando de Paula,2023.0,Revista Economia e Políticas Públicas,0.0,0.0,0.074,False
10.3790/vjh.92.1.11,Das Transformationspotential des deutschen Sustainable Finance Diskurses: Eine Einschätzung auf Basis von Logiken und Frames,Andreas Dimmelmeier,2023.0,Vierteljahrshefte zur Wirtschaftsforschung,0.0,0.0,0.074,False
10.52780/res.v28iesp.2.18156,"Financeirização, meio ambiente e valores",Ismail Ertürk,2023.0,Estudos de Sociologia,0.0,0.0,0.074,False
10.17524/repec.v6i2.62,TRATAMENTO TRIBUTÁRIO NAS OPERAÇÕES COM CRÉDITOS DE CARBONO EM EMPRESAS BRASILEIRAS COM PROJETOS MDL,Vanderlei dos Santos,2012.0,Revista de Educação e Pesquisa em Contabilidade (REPeC),0.0,0.0,0.074,False
10.18356/8fabc6db-en,Beyond carbon markets,Oscar Reyes,2012.0,United Nations chronicle/UN chronicle,0.0,0.0,0.074,False
10.9770/szv.2022.1(1),ADJUSTING INSTITUTIONAL ENVIRONMENT OF BANKS TO CLIMATE CHANGE AND RISKS,Viktorija Šipilova,2022.0,Sociālo Zinātņu Vēstnesis=Social Sciences Bulletin,0.0,0.0,0.074,False
10.25683/volbi.2022.61.427,КЛИМАТИЧЕСКИЕ ИСКИ В СФЕРЕ ФИНАНСИРОВАНИЯ,Е.П. Ермакова,2022.0,"Бизнес, образование, право",0.0,0.0,0.074,False
10.5007/2175-8085.2014v17n1p100,Viabilidade econômica de projeto de mecanismo de desenvolvimento limpo em aterro sanitário na cidade de Viçosa - MG,Leandro Gomes de Oliveira,2014.0,Textos de Economia,0.0,0.0,0.074,False
10.14279/depositonce-4028,Financial incentives for low carbon investment,Anne Schopp,2014.0,DepositOnce,0.0,0.0,0.074,False
10.14279/depositonce-4072,Metric choice for trading-off short- and long-lived climate forcers,Odette Deuber,2014.0,DepositOnce,0.0,0.0,0.074,False
10.47749/t/unicamp.2011.845236,Mecanismo de desenvolvimento limpo e a difusão de tecnologias de fontes renováveis no setor de energia elétrica brasileiro,Mariane Queiroz de Melo,2011.0,,0.0,0.0,0.074,False
10.14393/ufu.di.2022.174,"Financiamento e transição ecológica: elementos conceituais, fatores políticos-institucionais e investigação empírica para o Brasil",Luiz Carlos Santos,2022.0,,0.0,0.0,0.074,False
10.18276/ais.2024.51-15,Climate finance as an instrument to implement a man’s right to safe climate – a human rights-based approach from the perspective of climate finance,Iwona Wrońska,2024.0,Acta Iuris Stetinensis,0.0,0.0,0.074,False
10.18605/2175-7275/cereus.v16n1p74-90,Estimativa de créditos de carbono nas Estações de Tratamento de Esgotos (ETE) da Grande Aracaju/Sergipe,Estefanny Andrade de Barros,2024.0,Revista Cereus,0.0,0.0,0.074,False
10.11606/d.6.2021.tde-15042021-103904,"O desafio de definir indicadores para explorar a sustentabilidade do nexo entre água, energia e alimentos na Macrometrópole Paulista",Mateus Amaral,2021.0,,0.0,0.0,0.074,False
10.18601/17941113.n25.05,Review of the Sustainability and Climate Change Initiatives Within the Line of Investment Portfolios,Óscar Reyes,2024.0,ODEON,0.0,0.0,0.074,False
10.18356/9789210021227,تقرير أقل البلدان نموا 2022,United Nations Conference on Trade and Development,2023.0,Taqrīr. Aqall al-buldān numūwā,0.0,0.0,0.074,False
10.18235/0013873,Financing the Future: Barbados Climate Finance Report 2012-2024,Amina Desai,2025.0,,0.0,0.0,0.074,False
10.1596/42389,"A Roadmap for Safe, Efficient, and Interoperable Carbon Markets Infrastructure",World Bank,2024.0,World Bank,,0.0,0.074,True
10.1596/42395,People in a Changing Climate,World Bank Group,2024.0,World Bank,,0.0,0.074,True
10.1596/42421,Prime Picks for a Green Pivot: Uzbekistan State Funds for Climate Action,World Bank,2024.0,World Bank,,0.0,0.074,True
10.21203/rs.3.rs-5891402/v1,Does green credit policy promote the formation of new quality productivity in resource-based enterprises? Evidence from China,Ting Li,2025.0,,0.0,0.0,0.074,False
10.26686/wgtn.17134877.v1,The REDD+ Readiness Stage in Myanmar: Stakeholder Perspectives in Bago Region and Shan State,Thi Thi Han,2018.0,,0.0,0.0,0.074,False
10.2991/edep-18.2018.30,The Enlightenment of Foreign Initial Carbon Emission Quota Allocation Methods to China,Taorong Gong,2018.0,,0.0,0.0,0.074,False
10.2991/febm-18.2018.33,Analysis and Suggestion on Joint Operation of the Green Trading Systems in China,Jian Jiao,2018.0,Proceedings of the Third International Conference on Economic and Business Management (FEBM 2018),0.0,0.0,0.074,False
10.5281/zenodo.17864980,Carbon farming: addressing the risk of double counting in Europe,"Lanckriet, Edouard",2024.0,Zenodo (CERN European Organization for Nuclear Research),0.0,0.0,0.074,False
10.21552/cclr/2018/2/8,Recommendations for an International Carbon Currency Market under Article 6 of the Paris Agreement,Ernest Davies,2018.0,Carbon & Climate Law Review,0.0,0.0,0.074,False
10.1016/j.enpol.2005.01.004,"CDM potential for rural transition in China case study: Options in Yinzhou district, Zhejiang province",Xingshu Zhao,2005.0,Energy Policy,0.0,0.0,0.074,False
10.1016/s0140-6701(05)80301-7,05/00300 The impact of clean development mechanism in achieving sustainable development,,2005.0,Fuel and Energy Abstracts,0.0,0.0,0.074,False
10.1093/oso/9780199279616.003.0011,Meeting Participating Country Responsibilities under the CDM: Designating a National Authority,Robert O’Sullivan,2005.0,,0.0,0.0,0.074,False
10.1093/oso/9780199279616.003.0020,World Bank Carbon Finance Business: Contracts and Emission Reductions Purchase Transactions,Charlotte Streck,2005.0,,0.0,0.0,0.074,False
10.1596/24887,Reaching for a Double Dividend,Paul Wolfowitz,2005.0,World Bank eBooks,0.0,0.0,0.074,True
10.1890/1540-9295(2005)003[0179:bf]2.0.co;2,Biodiversity futures,Natarajan Ishwaran,2005.0,Frontiers in Ecology and the Environment,0.0,0.0,0.074,False
10.22004/ag.econ.26172,Efficient Documentation and Webmarketing Strategies for DNAs,Naman Gupta,2005.0,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.2991/icitme-18.2018.23,Simulation Study on the Mechanism and Factors of Forestry Carbon Sequestration Market Development,Fei Long,2018.0,,0.0,0.0,0.074,False
10.1787/c0116189-en,Aggregate Trends of Climate Finance Provided and Mobilised by Developed Countries in 2013-2022,OECD,2024.0,OECD,,0.0,0.074,True
10.18356/9789213587324,Making Sense of Article 2.1(C): What Role for Private Finance in Achieving Climate Goals?,,2024.0,,,0.0,0.074,False
10.20944/preprints202406.0232.v1,Challenges and Trends in Green Finance in the Context of Sustainable Development - A Bibliometric Analysis,Biser Krastev,2024.0,,,0.0,0.074,True
10.24294/jipd.v8i6.4394,A study on the allocation of financial aid from OECD/DAC donors focusing on climate change adaptation using the Panel Double Hurdle Model,M.K. van der Lee,2024.0,"Journal of infrastructure, policy and development",,0.0,0.074,False
10.4018/979-8-3693-6750-6.ch009,What's in a Name?,Miloudi Kobiyh,2024.0,"Advances in logistics, operations, and management science book series",,0.0,0.074,False
10.4018/979-8-3693-8949-2.ch006,Green Finance Enablers,Shamaila Butt,2024.0,,,0.0,0.074,False
10.21203/rs.3.rs-5668999/v1,Impact of Carbon Credit on Accounting and Taxation: A Bibliometric Study,Monu Bhardwaj,2025.0,,0.0,0.0,0.074,False
10.1787/9789264308114-10-en,Empower city governments to build low-emission and resilient urban societies,OECD,2018.0,OECD eBooks,0.0,0.0,0.074,True
10.18235/0013685,2024 Joint Summary on Multilateral Development Banks Climate Finance,African Development Bank,2025.0,,0.0,0.0,0.074,True
10.18178/ijesd.2018.9.12.1131,Evaluation of Japan’s Policy for CO2 Reduction at the First Commitment Period of the Kyoto Protocol,Naoya Tsukamoto,2018.0,International Journal of Environmental Science and Development,0.0,0.0,0.074,False
10.18178/ijesd.2018.9.8.1102,"The Assessment of the Environmental and Economic Performances for Improving Existing Educational Building: A Case Study of Bangkok, Thailand",Athitinon Phupadtong,2018.0,International Journal of Environmental Science and Development,0.0,0.0,0.074,False
10.1017/9781009628617,Climate Economics and Finance,Stéphane Dées,2026.0,Cambridge University Press eBooks,0.0,0.0,0.074,False
10.21203/rs.3.rs-6324859/v1,Carbon Credit Taxation and Financial Performance: Empirical Evidence from Himalayan Companies,Monu Bhardwaj,2025.0,,0.0,0.0,0.074,False
10.21203/rs.3.rs-6674304/v1,A reassessment of the relationship between environmental vulnerability and sovereign default risk,Michael Walkowiak,2025.0,,0.0,0.0,0.074,False
10.21203/rs.3.rs-6753098/v1,Global Climate Governance in 2025: Rethinking the Role of the UNFCCC and the COP Process,Djornele MPIERE,2025.0,,0.0,0.0,0.074,False
10.1596/978-92-64-30810-7,Financing Climate Futures,OECD,2018.0,World Bank,,0.0,0.074,True
10.18235/0013562,2024 Partnership Report: Partnering for Impact,Inter American Development Bank,2025.0,,0.0,0.0,0.074,False
10.1787/9789264308114-9-en,Rethink development finance for climate,OECD,2018.0,OECD eBooks,0.0,0.0,0.074,True
10.6084/m9.figshare.7185308,The quality of carbon management accounting reporting as a financial barrier to clean development mechanism projects development,André Luiz Bufoni,2018.0,Figshare,0.0,0.0,0.074,False
10.6084/m9.figshare.7508354,"Financial Feasibility of Carbon Sequestration in Serra de Baturité, Ceara state, Brazil in 2012",Ana Milena Plata Fajardo,2018.0,Figshare,0.0,0.0,0.074,False
10.7220/aesr.2335.8742.2018.12.2.4,"Clean energy, climate change and the global cross border investment regime",Hilmar Þór Hilmarsson,2018.0,Applied Economics Systematic Research,0.0,0.0,0.074,False
