doi,title,year,cited_by_count,source_count,reranker_score,weak_label,abstract,reranker_relevant,human_label
10.1017/s1368980016002494,"Seasonal variation of food security among the Batwa of Kanungu, Uganda",2016.0,104.0,1,0.0054805116,True,These findings highlight the role social factors play in mediating seasonal impacts on FI and support calls to treat climate associations with health outcomes as non-stationary and mediated by social sensitivity.,True,False
10.31219/osf.io/4eh2s,Western monopoly of climate science is creating an eco-deficit culture,2022.0,70.0,1,0.00548643,True,"A recent study showed that 78% of global climate science funding flows to European and North American institutions. Dr. Quan-Hoang Vuong gives his perspective on why this is a problem for the planet. (Land &amp;amp; Climate Review, November 11, 2021; https://www.landclimate.org/western-monopoly-of-climate-science-is-creating-an-eco-deficit-culture/)",True,True
10.1787/220062444715,"Cities, Climate Change and Multilevel Governance",2009.0,298.0,1,0.0054872525,True,"Cities represent a challenge and an opportunity for climate change policy. As the hubs of economic activity, cities generate the bulk of GHG emissions and are thus important to mitigation strategies. Urban planning will shape future trends and the concentration of population, socio-economic activity, poverty and infrastructure in urban areas translates into particular vulnerability to increased climate hazards. City governments and urban stakeholders will therefore be essential in the design and delivery of cost-effective adaptation policies. Further, by empowering local governments, national policies could leverage existing local experiments, accelerate policy responses, foster resource mobilization and engage local stakeholders. This paper presents a framework for multilevel governance, showing that advancing governance of climate change across all levels of government and relevant stakeholders is crucial to avoid policy gaps between local action plans and national policy frameworks (vertical integration) and to encourage cross-scale learning between relevant departments or institutions in local and regional governments (horizontal dimension). Vertical and horizontal integration allows two-way benefits: locally-led or bottom-up where local initiatives influence national action and nationally-led or top-down where enabling frameworks empower local players. The most promising frameworks combine the two into hybrid models of policy dialogue where the lessons learnt are used to modify and fine-tune enabling frameworks and disseminated horizontally, achieving more efficient local implementation of climate strategies.",True,False
10.1006/jeem.2001.1198,A Dynamic Analysis of the Marketable Permits Approach to Global Warming Policy: A Comparison of Spatial and Temporal Flexibility,2002.0,85.0,1,0.00431196,True,,False,True
10.3389/fbloc.2020.00022,Climate Crises and Crypto-Colonialism: Conjuring Value on the Blockchain Frontiers of the Global South,2020.0,57.0,1,0.005492149,True,"In this commentary we explore how international development, disaster relief and climate change mitigation credentials are being called upon to justify ‘crypto-colonialism’, whereby blockchain technology is used to extract economic benefits from those suffering the scars of colonial expansionism in the Global South. These benefits include land, labour and resources needed to facilitate local ‘crypto-utopian’ developments, or a ‘green economy’ elsewhere. As with past neoliberal development agendas imposing structural economic reforms, the contemporary crypto-colonial exercises discussed here are driven in pursuit of a common good – to protect the global commons and improve people’s lives. Within spaces where crypto-colonialism manifests, the governance frameworks of the associated technology is heavily entangled with social-spatial relations in multiple ways. We argue that despite being distributed, techno-ecological fixes are never placeless. How people engage with, resist or reconfigure a crypto-economy is geographically contingent. This commentary argues for more situated critical analysis of actually existing case-studies to reveal the inequitable terrain of project benefit distributions, and to expose the likely winners and losers within each. The success or failure of use-cases is less dependent on technical viability, but rather mediated through reactions to colonial contexts and historical experiences of various economic and climate crises.",True,True
10.3390/su15054592,Climate-Smart Pest Management in Sustainable Agriculture: Promises and Challenges,2023.0,62.0,1,0.004302784,True,"Sustainable development in global and regional contexts has become mandatory to prevent the potential adverse effects of human activities on the environment. While agricultural activities stand as the leading source of degradation and pollution in ecosystems, climate changes are among the most important challenges facing agricultural productivity. Climate-smart agriculture involves farming methods and strategies adopted for the early diagnosis and management of climate crisis drawbacks. Changing climatic conditions affect plant health either through abiotic or biotic factors that influence diverse disease scenarios on a wide range of crops. Therefore, disease management under the concerns of climate change is considered the cornerstone of sustainable agriculture. The climate-smart pest management (CSPM) concept and its role in supporting sustainable agricultural development, particularly the effect of weather changes on phytosanitary issues, are reviewed in this article. Problems in implementation and difficulties in decision-making are among the main challenges facing CSPM, which still has both technological and coordination shortcomings to overcome. Intensifying collaborative activities in scientific and technological research, risk assessment, and surveillance may enhance the current efficiency of CSPM in terms of preserving the sustainable development of agricultural systems. More efforts for capacity building are also needed in developing countries to promote the implementation and adoption of CSPM.",False,False
10.3832/ifor0556-004,Approaches to classifying and restoring degraded tropical forests for the anticipated REDD+ climate change mitigation mechanism,2011.0,70.0,1,0.0042907293,True,"Inclusion of improved forest management as a way to enhance carbon sinks in the Copenhagen Accord of the United Nations Framework Convention on Climate Change (December 2009) suggests that forest restoration will play a role in global climate change mitigation under the post-Kyoto agreement. Although discussions about restoration strategies often pertain solely to severely degraded tropical forests and invoke only the enrichment planting option, different approaches to restoration are needed to counter the full range of degrees of degradation. We propose approaches for restoration of forests that range from being slightly to severely degraded. Our methods start with ceasing the causes of degradation and letting forests regenerate on their own, progress through active management of natural regeneration in degraded areas to accelerate tree regeneration and growth, and finally include the stage of degradation at which re-planting is necessary. We argue that when the appropriate techniques are employed, forest restoration is cost-effective relative to conventional planting, provides abundant social and ecological co-benefits, and results in the sequestration of substantial amounts of carbon. For forest restoration efforts to succeed, a supportive post-Kyoto agreement is needed as well as appropriate national policies, institutional arrangements, and local participation.",False,True
10.5751/es-12816-260436,Climate change risks and adaptation options for Madagascar,2021.0,56.0,1,0.005515022,True,"Climate change poses an increasing threat to achieving development goals and is often considered in development plans and project designs. However, there have been challenges in the effective implementation of those plans, particularly in the sustained engagement of the communities to undertake adaptive actions, but also due to insufficient scientific information to inform management decisions. Madagascar is a country rich in natural capital and biodiversity but with high levels of poverty, food insecurity, population growth, and exploitation of natural resources. The country faces development and environmental challenges that may be intensified by climate change. The objective of this review is to provide a synthesis of the best-available information regarding climate change impacts on sectoral interests in Madagascar. To do this, we conducted a review of recent literature and conducted formal discussions with development agencies, non-government organizations (NGOs), and other stakeholders. Climate risks in Madagascar include increasing temperatures, reduced and more variable precipitation, more frequent droughts, more intense cyclones, and rising sea levels. We synthesized the observed and projected impacts of climate change on water resources, agriculture, human health, coastal ecosystems, fisheries, and terrestrial ecosystems and ecosystem services, and we discuss ongoing climate adaptation and mitigation activities. Because sectoral challenges and opportunities are linked, coordination among development organizations would be beneficial as they create new climate adaptation and mitigation initiatives.",True,False
10.1111/gcb.15873,Land‐based measures to mitigate climate change: Potential and feasibility by country,2021.0,378.0,1,0.0055150324,True,"Land-based climate mitigation measures have gained significant attention and importance in public and private sector climate policies. Building on previous studies, we refine and update the mitigation potentials for 20 land-based measures in >200 countries and five regions, comparing ""bottom-up"" sectoral estimates with integrated assessment models (IAMs). We also assess implementation feasibility at the country level. Cost-effective (available up to $100/tCO<sub>2</sub> eq) land-based mitigation is 8-13.8 GtCO<sub>2</sub> eq yr<sup>-1</sup> between 2020 and 2050, with the bottom end of this range representing the IAM median and the upper end representing the sectoral estimate. The cost-effective sectoral estimate is about 40% of available technical potential and is in line with achieving a 1.5°C pathway in 2050. Compared to technical potentials, cost-effective estimates represent a more realistic and actionable target for policy. The cost-effective potential is approximately 50% from forests and other ecosystems, 35% from agriculture, and 15% from demand-side measures. The potential varies sixfold across the five regions assessed (0.75-4.8 GtCO2eq yr<sup>-1</sup> ) and the top 15 countries account for about 60% of the global potential. Protection of forests and other ecosystems and demand-side measures present particularly high mitigation efficiency, high provision of co-benefits, and relatively lower costs. The feasibility assessment suggests that governance, economic investment, and socio-cultural conditions influence the likelihood that land-based mitigation potentials are realized. A substantial portion of potential (80%) is in developing countries and LDCs, where feasibility barriers are of greatest concern. Assisting countries to overcome barriers may result in significant quantities of near-term, low-cost mitigation while locally achieving important climate adaptation and development benefits. Opportunities among countries vary widely depending on types of land-based measures available, their potential co-benefits and risks, and their feasibility. Enhanced investments and country-specific plans that accommodate this complexity are urgently needed to realize the large global potential from improved land stewardship.",True,True
10.1007/s10113-020-01623-8,Defining the solution space to accelerate climate change adaptation,2020.0,117.0,1,0.004282253,True,Abstract Decision makers need better insights about solutions to accelerate adaptation efforts. Defining the concept of solution space and revealing the forces and strategies that influence this space will enable decision makers to define pathways for adaptation action.,False,True
10.1108/17538250910953471/full/html?utm_source=repec&utm_medium=feed&utm_campaign=repec,Finding a way forward,,0.0,1,0.004277331,False,"Purpose - The purpose of this paper is to identify the (three) critical issues that will need to be addressed in a post‐2012 (post‐Kyoto) global agreement on climate change, sets out the options and difficulties in relation to them, and outlines a way forward on each. Design/methodology/approach - The paper assesses proposals for national and international mitigation already put forward both by negotiating countries and by academics. Findings - Global mitigation efforts have so far achieved little and negotiations are currently deadlocked. This lack of progress has led to an proliferation of alternative policy proposals for an international agreement, but only those proposals which build on international agreements to date have at the current time any reasonable prospect of guiding global mitigation effort post‐2012. There are three main issues that will need to be addressed within that framework: emission reduction targets for developed countries; the nature and extent of actions to limit emissions growth in developing countries; and the funding of emission reduction efforts in developing countries. Using a number of explicit assumptions, the paper identifies likely ranges for emission reduction targets for developed countries and emission growth limits for developing countries. The best (worst) case involves developed countries as a group reducing 2020 emissions by 20 per cent (10 per cent) over 1990 levels, and developing countries limiting annual average emissions growth between 2012 and 2020 to 1.5 per cent (3.5 per cent) a year. This is estimated to give global emissions in 2020 in the range of 47‐53 Gt CO2‐e. The bottom end of this range is consistent with the long‐term goal of stabilizing the concentration of greenhouse gases in the range of 550 CO2‐e ppm, provided there is rapid adjustment post‐2020. Crucial to reaching a deal at the ambitious end of this range will be reform of the clean development mechanism, and a commitment by developed countries to large public funding in support of developing country mitigation. Originality/value - The paper accepts the current negotiating framework, and provides a systematic and quantified treatment of the critical issues which arise within it.",False,True
